hierarchy;SIDC;fullpath;name;icon-png;icon-svg
1.X.3.2.1.10.3;S*G*EWDH--;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN HEAVY;DIRECT FIRE GUN HEAVY;1.X.3.2.1.10.3.png;1.X.3.2.1.10.3.svg
1.X.3.2.1.10.3.1;S*G*EWDHS-;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN HEAVY|DIRECT FIRE GUN HEAVY SELF-PROPELLED;DIRECT FIRE GUN HEAVY SELF-PROPELLED;1.X.3.2.1.10.3.1.png;1.X.3.2.1.10.3.1.svg
1.X.3.2.1.11;S*G*EWA---;GROUND TRACK EQUIPMENT|WEAPONS|AIR DEFENCE GUN;AIR DEFENCE GUN;1.X.3.2.1.11.png;1.X.3.2.1.11.svg
1.X.3.2.1.11.1;S*G*EWAL--;GROUND TRACK EQUIPMENT|WEAPONS|AIR DEFENCE GUN|AIR DEFENCE GUN LIGHT;AIR DEFENCE GUN LIGHT;1.X.3.2.1.11.1.png;1.X.3.2.1.11.1.svg
1.X.3.2.1.11.2;S*G*EWAM--;GROUND TRACK EQUIPMENT|WEAPONS|AIR DEFENCE GUN|AIR DEFENCE GUN MEDIUM;AIR DEFENCE GUN MEDIUM;1.X.3.2.1.11.2.png;1.X.3.2.1.11.2.svg
1.X.3.2.1.11.3;S*G*EWAH--;GROUND TRACK EQUIPMENT|WEAPONS|AIR DEFENCE GUN|AIR DEFENCE GUN HEAVY;AIR DEFENCE GUN HEAVY;1.X.3.2.1.11.3.png;1.X.3.2.1.11.3.svg
1.X.3.2.2;S*G*EV----;GROUND TRACK EQUIPMENT|GROUND VEHICLE;GROUND VEHICLE;1.X.3.2.2.png;1.X.3.2.2.svg
1.X.3.2.2.1;S*G*EVA---;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE;ARMOURED VEHICLE;1.X.3.2.2.1.png;1.X.3.2.2.1.svg
1.X.3.2.2.1.1;S*G*EVAT--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK;TANK;1.X.3.2.2.1.1.png;1.X.3.2.2.1.1.svg
1.X.3.2.2.1.1.1;S*G*EVATL-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK LIGHT;TANK LIGHT;1.X.3.2.2.1.1.1.png;1.X.3.2.2.1.1.1.svg
1.X.3.2.2.1.1.1.1;S*G*EVATW-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK LIGHT|TANK LIGHT RECOVERY;TANK LIGHT RECOVERY;1.X.3.2.2.1.1.1.1.png;1.X.3.2.2.1.1.1.1.svg
1.X.3.2.2.1.1.2;S*G*EVATM-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK MEDIUM;TANK MEDIUM;1.X.3.2.2.1.1.2.png;1.X.3.2.2.1.1.2.svg
1.X.3.2.2.1.1.2.1;S*G*EVATX-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK MEDIUM|TANK MEDIUM RECOVERY;TANK MEDIUM RECOVERY;1.X.3.2.2.1.1.2.1.png;1.X.3.2.2.1.1.2.1.svg
1.X.3.2.2.1.1.3;S*G*EVATH-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK HEAVY;TANK HEAVY;1.X.3.2.2.1.1.3.png;1.X.3.2.2.1.1.3.svg
1.X.3.2.2.1.1.3.1;S*G*EVATY-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|TANK|TANK HEAVY|TANK HEAVY RECOVERY;TANK HEAVY RECOVERY;1.X.3.2.2.1.1.3.1.png;1.X.3.2.2.1.1.3.1.svg
1.X.3.2.2.1.2;S*G*EVAA--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|ARMOURED PERSONNEL CARRIER;ARMOURED PERSONNEL CARRIER;1.X.3.2.2.1.2.png;1.X.3.2.2.1.2.svg
1.X.3.2.2.1.2.1;S*G*EVAAR-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|ARMOURED PERSONNEL CARRIER|ARMOURED PERSONNEL CARRIER RECOVERY;ARMOURED PERSONNEL CARRIER RECOVERY;1.X.3.2.2.1.2.1.png;1.X.3.2.2.1.2.1.svg
1.X.3.2.2.1.3;S*G*EVAI--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|ARMOURED INFANTRY;ARMOURED INFANTRY;1.X.3.2.2.1.3.png;1.X.3.2.2.1.3.svg
1.X.3.2.2.1.4;S*G*EVAC--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|C2V/ACV;C2V/ACV;1.X.3.2.2.1.4.png;1.X.3.2.2.1.4.svg
1.X.3.2.2.1.5;S*G*EVAS--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|COMBAT SERVICE SUPPORT VEHICLE;COMBAT SERVICE SUPPORT VEHICLE;1.X.3.2.2.1.5.png;1.X.3.2.2.1.5.svg
1.X.3.2.2.1.6;S*G*EVAL--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ARMOURED VEHICLE|LIGHT ARMOURED VEHICLE;LIGHT ARMOURED VEHICLE;1.X.3.2.2.1.6.png;1.X.3.2.2.1.6.svg
1.X.3.2.2.2;S*G*EVU---;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE;UTILITY VEHICLE;1.X.3.2.2.2.png;1.X.3.2.2.2.svg
1.X.3.2.2.2.1;S*G*EVUB--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|BUS;BUS;1.X.3.2.2.2.1.png;1.X.3.2.2.2.1.svg
1.X.3.2.2.2.2;S*G*EVUS--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|SEMI;SEMI;1.X.3.2.2.2.2.png;1.X.3.2.2.2.2.svg
1.X.3.2.2.2.3;S*G*EVUL--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|LIMITED CROSS-COUNTRY TRUCK;LIMITED CROSS-COUNTRY TRUCK;1.X.3.2.2.2.3.png;1.X.3.2.2.2.3.svg
1.X.3.2.2.2.4;S*G*EVUX--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|CROSS-COUNTRY TRUCK;CROSS-COUNTRY TRUCK;1.X.3.2.2.2.4.png;1.X.3.2.2.2.4.svg
1.X.3.2.2.2.5;S*G*EVUR--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|UTILITY VEHICLE|WATER CRAFT;WATER CRAFT;1.X.3.2.2.2.5.png;1.X.3.2.2.2.5.svg
1.X.3.2.2.3;S*G*EVE---;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE;ENGINEER VEHICLE;1.X.3.2.2.3.png;1.X.3.2.2.3.svg
1.X.3.2.2.3.1;S*G*EVEB--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|BRIDGE;BRIDGE;1.X.3.2.2.3.1.png;1.X.3.2.2.3.1.svg
1.X.3.2.2.3.2;S*G*EVEE--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|EARTHMOVER;EARTHMOVER;1.X.3.2.2.3.2.png;1.X.3.2.2.3.2.svg
1.X.3.2.2.3.2.1;S*G*EVEE--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|EARTHMOVER|MULTIFUNCTIONAL EARTHMOVER/DIGGER;MULTIFUNCTIONAL EARTHMOVER/DIGGER;1.X.3.2.2.3.2.1.png;1.X.3.2.2.3.2.1.svg
1.X.3.2.2.3.3;S*G*EVEC--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|CONSTRUCTION VEHICLE;CONSTRUCTION VEHICLE;1.X.3.2.2.3.3.png;1.X.3.2.2.3.3.svg
1.X.3.2.2.3.4;S*G*EVEM--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE;MINE LAYING VEHICLE;1.X.3.2.2.3.4.png;1.X.3.2.2.3.4.svg
1.X.3.2.2.3.4.1;S*G*EVEMA-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|ARMOURED VEHICLE MOUNTED;ARMOURED VEHICLE MOUNTED;1.X.3.2.2.3.4.1.png;1.X.3.2.2.3.4.1.svg
1.X.3.2.2.3.4.2;S*G*EVEMT-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|TRAILER MOUNTED;TRAILER MOUNTED;1.X.3.2.2.3.4.2.png;1.X.3.2.2.3.4.2.svg
1.X.3.2.2.3.4.3;S*G*EVEMV-;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|ARMOURED CARRIER WITH VOLCANO;ARMOURED CARRIER WITH VOLCANO;1.X.3.2.2.3.4.3.png;1.X.3.2.2.3.4.3.svg
1.X.3.2.2.3.4.5;S*G*EVEMSM;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|MINE LAYING VEHICLE|ARMOURED CARRIER WITH SCATTERABLE MINES;ARMOURED CARRIER WITH SCATTERABLE MINES;1.X.3.2.2.3.4.5.png;1.X.3.2.2.3.4.5.svg
1.X.3.2.2.3.5;S*G*EVED--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|DOZER;DOZER;1.X.3.2.2.3.5.png;1.X.3.2.2.3.5.svg
1.X.3.2.2.3.6;S*G*EVD---;GROUND TRACK EQUIPMENT|GROUND VEHICLE|ENGINEER VEHICLE|DRILLING VEHICLE;DRILLING VEHICLE;1.X.3.2.2.3.6.png;1.X.3.2.2.3.6.svg
1.X.3.2.2.4;S*G*EVST--;GROUND TRACK EQUIPMENT|GROUND VEHICLE|TRAIN LOCOMOTIVE;TRAIN LOCOMOTIVE;1.X.3.2.2.4.png;1.X.3.2.2.4.svg
1.X.3.2.2.5;S*G*EVC---;GROUND TRACK EQUIPMENT|GROUND VEHICLE|CIVILIAN VEHICLE;CIVILIAN VEHICLE;1.X.3.2.2.5.png;1.X.3.2.2.5.svg
1.X.3.2.3;S*G*ES----;GROUND TRACK EQUIPMENT|SENSOR;SENSOR;1.X.3.2.3.png;1.X.3.2.3.svg
1.X.3.2.3.1;S*G*ESR---;GROUND TRACK EQUIPMENT|SENSOR|RADAR;RADAR;1.X.3.2.3.1.png;1.X.3.2.3.1.svg
1.X.3.2.3.2;S*G*ESE---;GROUND TRACK EQUIPMENT|SENSOR|EMPLACED SENSOR;EMPLACED SENSOR;1.X.3.2.3.2.png;1.X.3.2.3.2.svg
1.X.3.2.4;S*G*EX----;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT;SPECIAL EQUIPMENT;1.X.3.2.4.png;1.X.3.2.4.svg
1.X.3.2.4.1;S*G*EXL---;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|LASER;LASER;1.X.3.2.4.1.png;1.X.3.2.4.1.svg
1.X.3.2.4.2;S*G*EXN---;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|CBRN EQUIPMENT;CBRN EQUIPMENT;1.X.3.2.4.2.png;1.X.3.2.4.2.svg
1.X.3.2.4.3;S*G*EXF---;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|FLAME THROWER;FLAME THROWER;1.X.3.2.4.3.png;1.X.3.2.4.3.svg
1.X.3.2.4.4;S*G*EXM---;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|LAND MINES;LAND MINES;1.X.3.2.4.4.png;1.X.3.2.4.4.svg
1.X.3.2.4.4.1;S*G*EXMC--;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|LAND MINES|LAND MINES, LETHAL;LAND MINES, LETHAL;1.X.3.2.4.4.1.png;1.X.3.2.4.4.1.svg
1.X.3.2.4.4.2;S*G*EXML--;GROUND TRACK EQUIPMENT|SPECIAL EQUIPMENT|LAND MINES|LESS THAN LETHAL;LESS THAN LETHAL;1.X.3.2.4.4.2.png;1.X.3.2.4.4.2.svg
1.X.3.3;S*G*I-----;INSTALLATION;INSTALLATION;1.X.3.3.png;1.X.3.3.svg
1.X.3.3.1;S*G*IR----;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE;RAW MATERIAL PRODUCTION/STORAGE;1.X.3.3.1.png;1.X.3.3.1.svg
1.X.3.3.1.1;S*G*IRM---;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|MINE;MINE;1.X.3.3.1.1.png;1.X.3.3.1.1.svg
1.X.3.3.1.2;S*G*IRP---;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|PETROLEUM/GAS/OIL;PETROLEUM/GAS/OIL;1.X.3.3.1.2.png;1.X.3.3.1.2.svg
1.X.3.3.1.3;S*G*IRN---;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|CBRN;CBRN;1.X.3.3.1.3.png;1.X.3.3.1.3.svg
1.X.3.3.1.3.1;S*G*IRNB--;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|CBRN|BIOLOGICAL;BIOLOGICAL;1.X.3.3.1.3.1.png;1.X.3.3.1.3.1.svg
1.X.3.3.1.3.2;S*G*IRNC--;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|CBRN|CHEMICAL;CHEMICAL;1.X.3.3.1.3.2.png;1.X.3.3.1.3.2.svg
1.X.3.3.1.3.3;S*G*IRNN--;INSTALLATION|RAW MATERIAL PRODUCTION/STORAGE|CBRN|NUCLEAR;NUCLEAR;1.X.3.3.1.3.3.png;1.X.3.3.1.3.3.svg
1.X.3.3.2;S*G*IP----;INSTALLATION|PROCESSING FACILITY;PROCESSING FACILITY;1.X.3.3.2.png;1.X.3.3.2.svg
1.X.3.3.2.1;S*G*IPD---;INSTALLATION|PROCESSING FACILITY|DECON;DECON;1.X.3.3.2.1.png;1.X.3.3.2.1.svg
1.X.3.3.3;S*G*IE----;INSTALLATION|EQUIPMENT MANUFACTURE;EQUIPMENT MANUFACTURE;1.X.3.3.3.png;1.X.3.3.3.svg
1.X.3.3.4;S*G*IU----;INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY;SERVICE, RESEARCH, UTILITY FACILITY;1.X.3.3.4.png;1.X.3.3.4.svg
1.X.3.3.4.1;S*G*IUR---;INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY|TECHNOLOGICAL RESEARCH FACILITY;TECHNOLOGICAL RESEARCH FACILITY;1.X.3.3.4.1.png;1.X.3.3.4.1.svg
1.X.3.3.4.2;S*G*IUT---;INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY|TELECOMMUNICATIONS FACILITY;TELECOMMUNICATIONS FACILITY;1.X.3.3.4.2.png;1.X.3.3.4.2.svg
1.X.3.3.4.3;S*G*IUE---;INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY|ELECTRIC POWER FACILITY;ELECTRIC POWER FACILITY;1.X.3.3.4.3.png;1.X.3.3.4.3.svg
1.X.3.3.4.4;S*G*IUP---;INSTALLATION|SERVICE, RESEARCH, UTILITY FACILITY|PUBLIC WATER SERVICES;PUBLIC WATER SERVICES;1.X.3.3.4.4.png;1.X.3.3.4.4.svg
1.X.3.3.5;S*G*IM----;INSTALLATION|MILITARY MATERIEL FACILITY;MILITARY MATERIEL FACILITY;1.X.3.3.5.png;1.X.3.3.5.svg
1.X.3.3.5.1;S*G*IMF---;INSTALLATION|MILITARY MATERIEL FACILITY|ATOMIC ENERGY PRODUCTION;ATOMIC ENERGY PRODUCTION;1.X.3.3.5.1.png;1.X.3.3.5.1.svg
1.X.3.3.5.2;S*G*IMA---;"INSTALLATION|MILITARY MATERIEL FACILITY|AIRCRAFT PRODUCTION &amp; ASSEMBLY";"AIRCRAFT PRODUCTION &amp; ASSEMBLY";1.X.3.3.5.2.png;1.X.3.3.5.2.svg
1.X.3.3.5.3;S*G*IME---;INSTALLATION|MILITARY MATERIEL FACILITY|AMMUNITION AND EXPLOSIVES PRODUCTION;AMMUNITION AND EXPLOSIVES PRODUCTION;1.X.3.3.5.3.png;1.X.3.3.5.3.svg
1.X.3.3.5.4;S*G*IMG---;INSTALLATION|MILITARY MATERIEL FACILITY|ARMAMENT PRODUCTION;ARMAMENT PRODUCTION;1.X.3.3.5.4.png;1.X.3.3.5.4.svg
1.X.3.3.5.5;S*G*IMV---;INSTALLATION|MILITARY MATERIEL FACILITY|MILITARY VEHICLE PRODUCTION;MILITARY VEHICLE PRODUCTION;1.X.3.3.5.5.png;1.X.3.3.5.5.svg
1.X.3.3.5.6;S*G*IMN---;INSTALLATION|MILITARY MATERIEL FACILITY|ENGINEERING EQUIPMENT PRODUCTION;ENGINEERING EQUIPMENT PRODUCTION;1.X.3.3.5.6.png;1.X.3.3.5.6.svg
1.X.3.3.5.6.1;S*G*IMNB--;INSTALLATION|MILITARY MATERIEL FACILITY|ENGINEERING EQUIPMENT PRODUCTION|BRIDGE;BRIDGE;1.X.3.3.5.6.1.png;1.X.3.3.5.6.1.svg
1.X.3.3.5.7;S*G*IMC---;"INSTALLATION|MILITARY MATERIEL FACILITY|CHEMICAL &amp; BIOLOGICAL WARFARE PRODUCTION";"CHEMICAL &amp; BIOLOGICAL WARFARE PRODUCTION";1.X.3.3.5.7.png;1.X.3.3.5.7.svg
1.X.3.3.5.8;S*G*IMS---;INSTALLATION|MILITARY MATERIEL FACILITY|SHIP CONSTRUCTION;SHIP CONSTRUCTION;1.X.3.3.5.8.png;1.X.3.3.5.8.svg
1.X.3.3.5.9;S*G*IMM---;"INSTALLATION|MILITARY MATERIEL FACILITY|MISSILE &amp; SPACE SYSTEM PRODUCTION";"MISSILE &amp; SPACE SYSTEM PRODUCTION";1.X.3.3.5.9.png;1.X.3.3.5.9.svg
1.X.3.3.6;S*G*IG----;INSTALLATION|GOVERNMENT LEADERSHIP;GOVERNMENT LEADERSHIP;1.X.3.3.6.png;1.X.3.3.6.svg
1.X.3.3.7;S*G*IB----;INSTALLATION|MILITARY BASE/FACILITY;MILITARY BASE/FACILITY;1.X.3.3.7.png;1.X.3.3.7.svg
1.X.3.3.7.1;S*G*IBA---;INSTALLATION|MILITARY BASE/FACILITY|AIRPORT/AIRBASE;AIRPORT/AIRBASE;1.X.3.3.7.1.png;1.X.3.3.7.1.svg
1.X.3.3.7.2;S*G*IBN---;INSTALLATION|MILITARY BASE/FACILITY|SEAPORT/NAVAL BASE;SEAPORT/NAVAL BASE;1.X.3.3.7.2.png;1.X.3.3.7.2.svg
1.X.3.3.8;S*G*IT----;INSTALLATION|TRANSPORT FACILITY;TRANSPORT FACILITY;1.X.3.3.8.png;1.X.3.3.8.svg
1.X.3.3.9;S*G*IX----;INSTALLATION|MEDICAL FACILITY;MEDICAL FACILITY;1.X.3.3.9.png;1.X.3.3.9.svg
1.X.3.3.9.1;S*G*IXH---;INSTALLATION|MEDICAL FACILITY|HOSPITAL;HOSPITAL;1.X.3.3.9.1.png;1.X.3.3.9.1.svg
1.X.3.4;S*G*IR----;SEA SURFACE INSTALLATION;SEA SURFACE INSTALLATION;1.X.3.4.png;1.X.3.4.svg
1.X.3.4.1;S*G*IRR---;SEA SURFACE INSTALLATION|SEA SURFACE INSTALLATION;SEA SURFACE INSTALLATION;1.X.3.4.1.png;1.X.3.4.1.svg
1.X.4;S*S*------;SEA SURFACE TRACK;SEA SURFACE TRACK;1.X.4.png;1.X.4.svg
1.X.4.1;S*S*C-----;SEA SURFACE TRACK|COMBATANT;COMBATANT;1.X.4.1.png;1.X.4.1.svg
1.X.4.1.1;S*S*CL----;SEA SURFACE TRACK|COMBATANT|LINE;LINE;1.X.4.1.1.png;1.X.4.1.1.svg
1.X.4.1.1.1;S*S*CLCV--;SEA SURFACE TRACK|COMBATANT|LINE|CARRIER;CARRIER;1.X.4.1.1.1.png;1.X.4.1.1.1.svg
1.X.4.1.1.2;S*S*CLBB--;SEA SURFACE TRACK|COMBATANT|LINE|BATTLESHIP;BATTLESHIP;1.X.4.1.1.2.png;1.X.4.1.1.2.svg
1.X.4.1.1.3;S*S*CLCC--;SEA SURFACE TRACK|COMBATANT|LINE|CRUISER;CRUISER;1.X.4.1.1.3.png;1.X.4.1.1.3.svg
1.X.4.1.1.4;S*S*CLDD--;SEA SURFACE TRACK|COMBATANT|LINE|DESTROYER;DESTROYER;1.X.4.1.1.4.png;1.X.4.1.1.4.svg
1.X.4.1.1.5;S*S*CLFF--;SEA SURFACE TRACK|COMBATANT|LINE|FRIGATE/CORVETTE;FRIGATE/CORVETTE;1.X.4.1.1.5.png;1.X.4.1.1.5.svg
1.X.4.1.2;S*S*CA----;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP;AMPHIBIOUS WARFARE SHIP;1.X.4.1.2.png;1.X.4.1.2.svg
1.X.4.1.2.1;S*S*CALA--;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|ASSAULT VESSEL;ASSAULT VESSEL;1.X.4.1.2.1.png;1.X.4.1.2.1.svg
1.X.4.1.2.2;S*S*CALS--;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING SHIP;LANDING SHIP;1.X.4.1.2.2.png;1.X.4.1.2.2.svg
1.X.4.1.2.3;S*S*CALC--;SEA SURFACE TRACK|COMBATANT|AMPHIBIOUS WARFARE SHIP|LANDING CRAFT;LANDING CRAFT;1.X.4.1.2.3.png;1.X.4.1.2.3.svg
1.X.4.1.3;S*S*CM----;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL;MINE WARFARE VESSEL;1.X.4.1.3.png;1.X.4.1.3.svg
1.X.4.1.3.1;S*S*CMML--;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINELAYER;MINELAYER;1.X.4.1.3.1.png;1.X.4.1.3.1.svg
1.X.4.1.3.2;S*S*CMMS--;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINESWEEPER;MINESWEEPER;1.X.4.1.3.2.png;1.X.4.1.3.2.svg
1.X.4.1.3.3;S*S*CMMH--;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MINEHUNTER;MINEHUNTER;1.X.4.1.3.3.png;1.X.4.1.3.3.svg
1.X.4.1.3.4;S*S*CMMA--;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MCM SUPPORT;MCM SUPPORT;1.X.4.1.3.4.png;1.X.4.1.3.4.svg
1.X.4.1.3.5;S*S*CMMD--;SEA SURFACE TRACK|COMBATANT|MINE WARFARE VESSEL|MCM DRONE;MCM DRONE;1.X.4.1.3.5.png;1.X.4.1.3.5.svg
1.X.4.1.4;S*S*CP----;SEA SURFACE TRACK|COMBATANT|PATROL;PATROL;1.X.4.1.4.png;1.X.4.1.4.svg
1.X.4.1.4.1;S*S*CPSB--;SEA SURFACE TRACK|COMBATANT|PATROL|ANTI SUBMARINE WARFARE;ANTI SUBMARINE WARFARE;1.X.4.1.4.1.png;1.X.4.1.4.1.svg
1.X.4.1.4.2;S*S*CPSU--;SEA SURFACE TRACK|COMBATANT|PATROL|ANTI SURFACE WARFARE;ANTI SURFACE WARFARE;1.X.4.1.4.2.png;1.X.4.1.4.2.svg
1.X.4.1.5;S*S*CH----;SEA SURFACE TRACK|COMBATANT|HOVERCRAFT;HOVERCRAFT;1.X.4.1.5.png;1.X.4.1.5.svg
1.X.4.1.6;S*S*G-----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP;NAVY GROUP;1.X.4.1.6.png;1.X.4.1.6.svg
1.X.4.1.6.1;S*S*GT----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK FORCE;NAVY TASK FORCE;1.X.4.1.6.1.png;1.X.4.1.6.1.svg
1.X.4.1.6.2;S*S*GG----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK GROUP;NAVY TASK GROUP;1.X.4.1.6.2.png;1.X.4.1.6.2.svg
1.X.4.1.6.3;S*S*GU----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK UNIT;NAVY TASK UNIT;1.X.4.1.6.3.png;1.X.4.1.6.3.svg
1.X.4.1.6.4;S*S*GE----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|NAVY TASK ELEMENT;NAVY TASK ELEMENT;1.X.4.1.6.4.png;1.X.4.1.6.4.svg
1.X.4.1.6.5;S*S*GC----;SEA SURFACE TRACK|COMBATANT|NAVY GROUP|CONVOY;CONVOY;1.X.4.1.6.5.png;1.X.4.1.6.5.svg
1.X.4.2;S*S*N-----;SEA SURFACE TRACK|NONCOMBATANT;NONCOMBATANT;1.X.4.2.png;1.X.4.2.svg
1.X.4.2.1;S*S*NR----;SEA SURFACE TRACK|NONCOMBATANT|UNDERWAY REPLENISHMENT;UNDERWAY REPLENISHMENT;1.X.4.2.1.png;1.X.4.2.1.svg
1.X.4.2.1.1;S*S*NRA---;SEA SURFACE TRACK|NONCOMBATANT|UNDERWAY REPLENISHMENT|UNDERWAY REPLENISHMENT, AMMO;UNDERWAY REPLENISHMENT, AMMO;1.X.4.2.1.1.png;1.X.4.2.1.1.svg
1.X.4.2.1.2;S*S*NRO---;SEA SURFACE TRACK|NONCOMBATANT|UNDERWAY REPLENISHMENT|UNDERWAY REPLENISHMENT, OIL;UNDERWAY REPLENISHMENT, OIL;1.X.4.2.1.2.png;1.X.4.2.1.2.svg
1.X.4.2.2;S*S*NFT---;SEA SURFACE TRACK|NONCOMBATANT|FLEET SUPPORT, TUG, OCEAN GOING;FLEET SUPPORT, TUG, OCEAN GOING;1.X.4.2.2.png;1.X.4.2.2.svg
1.X.4.2.3;S*S*NI----;SEA SURFACE TRACK|NONCOMBATANT|INTELLIGENCE;INTELLIGENCE;1.X.4.2.3.png;1.X.4.2.3.svg
1.X.4.2.4;S*S*NM----;SEA SURFACE TRACK|NONCOMBATANT|HOSPITAL SHIP;HOSPITAL SHIP;1.X.4.2.4.png;1.X.4.2.4.svg
1.X.4.2.5;S*S*NR----;SEA SURFACE TRACK|NONCOMBATANT|REPAIR SHIP;REPAIR SHIP;1.X.4.2.5.png;1.X.4.2.5.svg
1.X.4.2.6;S*S*NTS---;SEA SURFACE TRACK|NONCOMBATANT|SUBMARINE TENDER;SUBMARINE TENDER;1.X.4.2.6.png;1.X.4.2.6.svg
1.X.4.2.7;S*S*NH----;SEA SURFACE TRACK|NONCOMBATANT|HOVERCRAFT;HOVERCRAFT;1.X.4.2.7.png;1.X.4.2.7.svg
1.X.4.2.8;S*S*NS----;"SEA SURFACE TRACK|NONCOMBATANT|SERVICE &amp; SUPPORT HARBOUR";"SERVICE &amp; SUPPORT HARBOUR";1.X.4.2.8.png;1.X.4.2.8.svg
1.X.4.3;S*S*X-----;SEA SURFACE TRACK|NON MILITARY;NON MILITARY;1.X.4.3.png;1.X.4.3.svg
1.X.4.3.1;S*S*XM----;SEA SURFACE TRACK|NON MILITARY|MERCHANT;MERCHANT;1.X.4.3.1.png;1.X.4.3.1.svg
1.X.4.3.1.1;S*S*XMC---;SEA SURFACE TRACK|NON MILITARY|MERCHANT|CARGO;CARGO;1.X.4.3.1.1.png;1.X.4.3.1.1.svg
