hierarchy;SIDC;fullpath;name;icon-png;icon-svg
1.X.3.1.1.7.6.1;S*G*UCFOS-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIR ASSAULT METEOROLOGICAL;AIR ASSAULT METEOROLOGICAL;1.X.3.1.1.7.6.1.png;1.X.3.1.1.7.6.1.svg
1.X.3.1.1.7.6.2;S*G*UCFOA-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|AIRBORNE METEOROLOGICAL;AIRBORNE METEOROLOGICAL;1.X.3.1.1.7.6.2.png;1.X.3.1.1.7.6.2.svg
1.X.3.1.1.7.6.3;S*G*UCFOL-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|LIGHT METEOROLOGICAL;LIGHT METEOROLOGICAL;1.X.3.1.1.7.6.3.png;1.X.3.1.1.7.6.3.svg
1.X.3.1.1.7.6.4;S*G*UCFOO-;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|METEOROLOGICAL|MOUNTAIN METEOROLOGICAL;MOUNTAIN METEOROLOGICAL;1.X.3.1.1.7.6.4.png;1.X.3.1.1.7.6.4.svg
1.X.3.1.1.7.7;S*G*UCF---;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|FIRE DIRECTION CENTRE;FIRE DIRECTION CENTRE;1.X.3.1.1.7.7.png;1.X.3.1.1.7.7.svg
1.X.3.1.1.7.8;S*G*UCF---;GROUND TRACK|UNIT|COMBAT|FIELD ARTILLERY|OBERSERVER;OBERSERVER;1.X.3.1.1.7.8.png;1.X.3.1.1.7.8.svg
1.X.3.1.1.8;S*G*UCR---;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE;RECONNAISSANCE;1.X.3.1.1.8.png;1.X.3.1.1.8.svg
1.X.3.1.1.8.1;S*G*UCRH--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE HORSE;RECONNAISSANCE HORSE;1.X.3.1.1.8.1.png;1.X.3.1.1.8.1.svg
1.X.3.1.1.8.2;S*G*UCRV--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY;RECONNAISSANCE CAVALRY;1.X.3.1.1.8.2.png;1.X.3.1.1.8.2.svg
1.X.3.1.1.8.2.1;S*G*UCRVA-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY ARMOURED;RECONNAISSANCE CAVALRY ARMOURED;1.X.3.1.1.8.2.1.png;1.X.3.1.1.8.2.1.svg
1.X.3.1.1.8.2.2;S*G*UCRVM-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY MOTORIZED;RECONNAISSANCE CAVALRY MOTORIZED;1.X.3.1.1.8.2.2.png;1.X.3.1.1.8.2.2.svg
1.X.3.1.1.8.2.3;S*G*UCRVG-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY GROUND;RECONNAISSANCE CAVALRY GROUND;1.X.3.1.1.8.2.3.png;1.X.3.1.1.8.2.3.svg
1.X.3.1.1.8.2.4;S*G*UCRVO-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE CAVALRY|RECONNAISSANCE CAVALRY AIR;RECONNAISSANCE CAVALRY AIR;1.X.3.1.1.8.2.4.png;1.X.3.1.1.8.2.4.svg
1.X.3.1.1.8.3;S*G*UCRC--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE ARCTIC;RECONNAISSANCE ARCTIC;1.X.3.1.1.8.3.png;1.X.3.1.1.8.3.svg
1.X.3.1.1.8.4;S*G*UCRS--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIR ASSAULT;RECONNAISSANCE AIR ASSAULT;1.X.3.1.1.8.4.png;1.X.3.1.1.8.4.svg
1.X.3.1.1.8.5;S*G*UCRA--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE AIRBORNE;RECONNAISSANCE AIRBORNE;1.X.3.1.1.8.5.png;1.X.3.1.1.8.5.svg
1.X.3.1.1.8.6;S*G*UCRO--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MOUNTAIN;RECONNAISSANCE MOUNTAIN;1.X.3.1.1.8.6.png;1.X.3.1.1.8.6.svg
1.X.3.1.1.8.7;S*G*UCRLL--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LIGHT;RECONNAISSANCE LIGHT;1.X.3.1.1.8.7.png;1.X.3.1.1.8.7.svg
1.X.3.1.1.8.8;S*G*UCRR--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE;RECONNAISSANCE MARINE;1.X.3.1.1.8.8.png;1.X.3.1.1.8.8.svg
1.X.3.1.1.8.8.1;S*G*UCRRD-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE DIVISION;RECONNAISSANCE MARINE DIVISION;1.X.3.1.1.8.8.1.png;1.X.3.1.1.8.8.1.svg
1.X.3.1.1.8.8.2;S*G*UCRRF-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE FORCE;RECONNAISSANCE MARINE FORCE;1.X.3.1.1.8.8.2.png;1.X.3.1.1.8.8.2.svg
1.X.3.1.1.8.8.3;S*G*UCRRL-;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE MARINE|RECONNAISSANCE MARINE LIGHT ARMOURED RECONNAISSANCE (LAR);RECONNAISSANCE MARINE LIGHT ARMOURED RECONNAISSANCE (LAR);1.X.3.1.1.8.8.3.png;1.X.3.1.1.8.8.3.svg
1.X.3.1.1.8.9;S*G*UCRX--;GROUND TRACK|UNIT|COMBAT|RECONNAISSANCE|RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);RECONNAISSANCE LONG RANGE SURVEILLANCE (LRS);1.X.3.1.1.8.9.png;1.X.3.1.1.8.9.svg
1.X.3.1.1.9;S*G*UCM---;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE);MISSILE (SURFACE-SURFACE);1.X.3.1.1.9.png;1.X.3.1.1.9.svg
1.X.3.1.1.9.1;S*G*UCMT--;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE)|MISSILE (SURFACE-SURFACE) TACTICAL;MISSILE (SURFACE-SURFACE) TACTICAL;1.X.3.1.1.9.1.png;1.X.3.1.1.9.1.svg
1.X.3.1.1.9.2;S*G*UCMS--;GROUND TRACK|UNIT|COMBAT|MISSILE (SURFACE-SURFACE)|MISSILE (SURFACE-SURFACE) STRATEGIC;MISSILE (SURFACE-SURFACE) STRATEGIC;1.X.3.1.1.9.2.png;1.X.3.1.1.9.2.svg
1.X.3.1.1.10;S*G*UCS---;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES;INTERNAL SECURITY FORCES;1.X.3.1.1.10.png;1.X.3.1.1.10.svg
1.X.3.1.1.10.1;S*G*UCSW--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|RIVERINE;RIVERINE;1.X.3.1.1.10.1.png;1.X.3.1.1.10.1.svg
1.X.3.1.1.10.2;S*G*UCSG--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND;GROUND;1.X.3.1.1.10.2.png;1.X.3.1.1.10.2.svg
1.X.3.1.1.10.2.1;S*G*UCSGD-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|DISMOUNTED GROUND;DISMOUNTED GROUND;1.X.3.1.1.10.2.1.png;1.X.3.1.1.10.2.1.svg
1.X.3.1.1.10.2.2;S*G*UCSGM-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|MOTORIZED GROUND;MOTORIZED GROUND;1.X.3.1.1.10.2.2.png;1.X.3.1.1.10.2.2.svg
1.X.3.1.1.10.2.3;S*G*UCSGA-;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|GROUND|MECHANIZED GROUND;MECHANIZED GROUND;1.X.3.1.1.10.2.3.png;1.X.3.1.1.10.2.3.svg
1.X.3.1.1.10.3;S*G*UCSM--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|WHEELED MECHANIZED;WHEELED MECHANIZED;1.X.3.1.1.10.3.png;1.X.3.1.1.10.3.svg
1.X.3.1.1.10.4;S*G*UCSR--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|RAILROAD;RAILROAD;1.X.3.1.1.10.4.png;1.X.3.1.1.10.4.svg
1.X.3.1.1.10.5;S*G*UCSA--;GROUND TRACK|UNIT|COMBAT|INTERNAL SECURITY FORCES|AVIATION;AVIATION;1.X.3.1.1.10.5.png;1.X.3.1.1.10.5.svg
1.X.3.1.2;S*G*UU----;GROUND TRACK|UNIT|COMBAT SUPPORT;COMBAT SUPPORT;1.X.3.1.2.png;1.X.3.1.2.svg
1.X.3.1.2.1;S*G*UUA---;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN;COMBAT SUPPORT CBRN;1.X.3.1.2.1.png;1.X.3.1.2.1.svg
1.X.3.1.2.1.1;S*G*UUAC--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL;CHEMICAL;1.X.3.1.2.1.1.png;1.X.3.1.2.1.1.svg
1.X.3.1.2.1.1.1;S*G*UUACC-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON;SMOKE/DECON;1.X.3.1.2.1.1.1.png;1.X.3.1.2.1.1.1.svg
1.X.3.1.2.1.1.1.1;S*G*UUACCK;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MECHANIZED SMOKE/DECON;MECHANIZED SMOKE/DECON;1.X.3.1.2.1.1.1.1.png;1.X.3.1.2.1.1.1.1.svg
1.X.3.1.2.1.1.1.2;S*G*UUACCM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE/DECON|MOTORIZED SMOKE/DECON;MOTORIZED SMOKE/DECON;1.X.3.1.2.1.1.1.2.png;1.X.3.1.2.1.1.1.2.svg
1.X.3.1.2.1.1.2;S*G*UUACS-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE;SMOKE;1.X.3.1.2.1.1.2.png;1.X.3.1.2.1.1.2.svg
1.X.3.1.2.1.1.2.1;S*G*UUACSM;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|MOTORIZED SMOKE;MOTORIZED SMOKE;1.X.3.1.2.1.1.2.1.png;1.X.3.1.2.1.1.2.1.svg
1.X.3.1.2.1.1.2.2;S*G*UUACSA;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|SMOKE|ARMOUR SMOKE;ARMOUR SMOKE;1.X.3.1.2.1.1.2.2.png;1.X.3.1.2.1.1.2.2.svg
1.X.3.1.2.1.1.3;S*G*UUACR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON;CHEMICAL RECON;1.X.3.1.2.1.1.3.png;1.X.3.1.2.1.1.3.svg
1.X.3.1.2.1.1.3.1;S*G*UUACRW;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMOURED VEHICLE;CHEMICAL WHEELED ARMOURED VEHICLE;1.X.3.1.2.1.1.3.1.png;1.X.3.1.2.1.1.3.1.svg
1.X.3.1.2.1.1.3.2;S*G*UUACRS;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|CHEMICAL|CHEMICAL RECON|CHEMICAL WHEELED ARMOURED VEHICLE RECONNAISSANCE SURVEILLANCE;CHEMICAL WHEELED ARMOURED VEHICLE RECONNAISSANCE SURVEILLANCE;1.X.3.1.2.1.1.3.2.png;1.X.3.1.2.1.1.3.2.svg
1.X.3.1.2.1.2;S*G*UUAN--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|NUCLEAR;NUCLEAR;1.X.3.1.2.1.2.png;1.X.3.1.2.1.2.svg
1.X.3.1.2.1.3;S*G*UUAB--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL;BIOLOGICAL;1.X.3.1.2.1.3.png;1.X.3.1.2.1.3.svg
1.X.3.1.2.1.3.1;S*G*UUABR-;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|BIOLOGICAL|RECON EQUIPPED;RECON EQUIPPED;1.X.3.1.2.1.3.1.png;1.X.3.1.2.1.3.1.svg
1.X.3.1.2.1.4;S*G*UUAD--;GROUND TRACK|UNIT|COMBAT SUPPORT|COMBAT SUPPORT CBRN|DECONTAMINATION;DECONTAMINATION;1.X.3.1.2.1.4.png;1.X.3.1.2.1.4.svg
1.X.3.1.2.2;S*G*UUM---;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE;MILITARY INTELLIGENCE;1.X.3.1.2.2.png;1.X.3.1.2.2.svg
1.X.3.1.2.2.1;S*G*UUMA--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|AERIAL EXPLOITATION;AERIAL EXPLOITATION;1.X.3.1.2.2.1.png;1.X.3.1.2.2.1.svg
1.X.3.1.2.2.2;S*G*UUMS--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT);SIGNAL INTELLIGENCE (SIGINT);1.X.3.1.2.2.2.png;1.X.3.1.2.2.2.svg
1.X.3.1.2.2.2.1;S*G*UUMSE-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE;ELECTRONIC WARFARE;1.X.3.1.2.2.2.1.png;1.X.3.1.2.2.2.1.svg
1.X.3.1.2.2.2.1.1;S*G*UUMSEA;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|ARMOURED WHEELED VEHICLE;ARMOURED WHEELED VEHICLE;1.X.3.1.2.2.2.1.1.png;1.X.3.1.2.2.2.1.1.svg
1.X.3.1.2.2.2.1.2;S*G*UUMSED;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|DIRECTION FINDING;DIRECTION FINDING;1.X.3.1.2.2.2.1.2.png;1.X.3.1.2.2.2.1.2.svg
1.X.3.1.2.2.2.1.3;S*G*UUMSEI;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|INTERCEPT;INTERCEPT;1.X.3.1.2.2.2.1.3.png;1.X.3.1.2.2.2.1.3.svg
1.X.3.1.2.2.2.1.4;S*G*UUMSEJ;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|JAMMING;JAMMING;1.X.3.1.2.2.2.1.4.png;1.X.3.1.2.2.2.1.4.svg
1.X.3.1.2.2.2.1.5;S*G*UUMSET;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|THEATRE;THEATRE;1.X.3.1.2.2.2.1.5.png;1.X.3.1.2.2.2.1.5.svg
1.X.3.1.2.2.2.1.6;S*G*UUMSEC;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SIGNAL INTELLIGENCE (SIGINT)|ELECTRONIC WARFARE|CORPS;CORPS;1.X.3.1.2.2.2.1.6.png;1.X.3.1.2.2.2.1.6.svg
1.X.3.1.2.2.3;S*G*UUMC--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|COUNTER INTELLIGENCE;COUNTER INTELLIGENCE;1.X.3.1.2.2.3.png;1.X.3.1.2.2.3.svg
1.X.3.1.2.2.4;S*G*UUMR--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE;SURVEILLANCE;1.X.3.1.2.2.4.png;1.X.3.1.2.2.4.svg
1.X.3.1.2.2.4.1;S*G*UUMRG-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND SURVEILLANCE RADAR;GROUND SURVEILLANCE RADAR;1.X.3.1.2.2.4.1.png;1.X.3.1.2.2.4.1.svg
1.X.3.1.2.2.4.2;S*G*UUMRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR;SENSOR;1.X.3.1.2.2.4.2.png;1.X.3.1.2.2.4.2.svg
1.X.3.1.2.2.4.2.1;S*G*UUMRSS;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|SENSOR|SENSOR SCM;SENSOR SCM;1.X.3.1.2.2.4.2.1.png;1.X.3.1.2.2.4.2.1.svg
1.X.3.1.2.2.4.3;S*G*UUMRX-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|GROUND STATION MODULE;GROUND STATION MODULE;1.X.3.1.2.2.4.3.png;1.X.3.1.2.2.4.3.svg
1.X.3.1.2.2.4.4;S*G*UUMMO-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|METEOROLOGICAL;METEOROLOGICAL;1.X.3.1.2.2.4.4.png;1.X.3.1.2.2.4.4.svg
1.X.3.1.2.2.5;S*G*UUMO--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|OPERATIONS;OPERATIONS;1.X.3.1.2.2.5.png;1.X.3.1.2.2.5.svg
1.X.3.1.2.2.6;S*G*UUMT--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|TACTICAL EXPLOIT;TACTICAL EXPLOIT;1.X.3.1.2.2.6.png;1.X.3.1.2.2.6.svg
1.X.3.1.2.2.7;S*G*UUMQ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|INTERROGATION;INTERROGATION;1.X.3.1.2.2.7.png;1.X.3.1.2.2.7.svg
1.X.3.1.2.2.8;S*G*UUMJ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|JOINT INTELLIGENCE CENTRE;JOINT INTELLIGENCE CENTRE;1.X.3.1.2.2.8.png;1.X.3.1.2.2.8.svg
1.X.3.1.2.3;S*G*UUL---;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT;LAW ENFORCEMENT UNIT;1.X.3.1.2.3.png;1.X.3.1.2.3.svg
1.X.3.1.2.3.1;S*G*UULS--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SHORE PATROL;SHORE PATROL;1.X.3.1.2.3.1.png;1.X.3.1.2.3.1.svg
1.X.3.1.2.3.2;S*G*UULM--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|MILITARY POLICE;MILITARY POLICE;1.X.3.1.2.3.2.png;1.X.3.1.2.3.2.svg
1.X.3.1.2.3.3;S*G*UULC--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CIVILIAN LAW ENFORCEMENT;CIVILIAN LAW ENFORCEMENT;1.X.3.1.2.3.3.png;1.X.3.1.2.3.3.svg
1.X.3.1.2.3.4;S*G*UULF--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SECURITY POLICE (AIR);SECURITY POLICE (AIR);1.X.3.1.2.3.4.png;1.X.3.1.2.3.4.svg
1.X.3.1.2.3.5;S*G*UULD--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CENTRAL INTELLIGENCE DIVISION (CID);CENTRAL INTELLIGENCE DIVISION (CID);1.X.3.1.2.3.5.png;1.X.3.1.2.3.5.svg
1.X.3.1.2.4;S*G*UUS---;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT;SIGNAL UNIT;1.X.3.1.2.4.png;1.X.3.1.2.4.svg
1.X.3.1.2.4.1;S*G*UUSA--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;1.X.3.1.2.4.1.png;1.X.3.1.2.4.1.svg
1.X.3.1.2.4.2;S*G*UUSC--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE;COMMUNICATION CONFIGURED PACKAGE;1.X.3.1.2.4.2.png;1.X.3.1.2.4.2.svg
1.X.3.1.2.4.2.1;S*G*UUSCL-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE|LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);1.X.3.1.2.4.2.1.png;1.X.3.1.2.4.2.1.svg
1.X.3.1.2.4.3;S*G*UUSO--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMAND OPERATIONS;COMMAND OPERATIONS;1.X.3.1.2.4.3.png;1.X.3.1.2.4.3.svg
1.X.3.1.2.4.4;S*G*UUSF--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|FORWARD COMMUNICATIONS;FORWARD COMMUNICATIONS;1.X.3.1.2.4.4.png;1.X.3.1.2.4.4.svg
1.X.3.1.2.4.5;S*G*UUSM--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE SUBSCRIBER ELEMENT;1.X.3.1.2.4.5.png;1.X.3.1.2.4.5.svg
1.X.3.1.2.4.5.1;S*G*UUSMS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|SMALL EXTENSION NODE;SMALL EXTENSION NODE;1.X.3.1.2.4.5.1.png;1.X.3.1.2.4.5.1.svg
1.X.3.1.2.4.5.2;S*G*UUSML-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|LARGE EXTENSION NODE;LARGE EXTENSION NODE;1.X.3.1.2.4.5.2.png;1.X.3.1.2.4.5.2.svg
1.X.3.1.2.4.5.3;S*G*UUSMN-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|NODE CENTRE;NODE CENTRE;1.X.3.1.2.4.5.3.png;1.X.3.1.2.4.5.3.svg
1.X.3.1.2.4.6;S*G*UUSR--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT;RADIO UNIT;1.X.3.1.2.4.6.png;1.X.3.1.2.4.6.svg
1.X.3.1.2.4.6.1;S*G*UUSRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TACTICAL SATELLITE;TACTICAL SATELLITE;1.X.3.1.2.4.6.1.png;1.X.3.1.2.4.6.1.svg
1.X.3.1.2.4.6.2;S*G*UUSRT-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TELETYPE CENTRE;TELETYPE CENTRE;1.X.3.1.2.4.6.2.png;1.X.3.1.2.4.6.2.svg
1.X.3.1.2.4.6.3;S*G*UUSRW-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|RELAY;RELAY;1.X.3.1.2.4.6.3.png;1.X.3.1.2.4.6.3.svg
1.X.3.1.2.4.7;S*G*UUSS--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|SIGNAL SUPPORT;SIGNAL SUPPORT;1.X.3.1.2.4.7.png;1.X.3.1.2.4.7.svg
1.X.3.1.2.4.8;S*G*UUSW--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|TELEPHONE SWITCH;TELEPHONE SWITCH;1.X.3.1.2.4.8.png;1.X.3.1.2.4.8.svg
1.X.3.1.2.4.9;S*G*UUSX--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|ELECTRONIC RANGING;ELECTRONIC RANGING;1.X.3.1.2.4.9.png;1.X.3.1.2.4.9.svg
1.X.3.1.2.5;S*G*UUI---;GROUND TRACK|UNIT|COMBAT SUPPORT|INFORMATION WARFARE UNIT;INFORMATION WARFARE UNIT;1.X.3.1.2.5.png;1.X.3.1.2.5.svg
1.X.3.1.2.6;S*G*UUX---;GROUND TRACK|UNIT|COMBAT SUPPORT|LANDING SUPPORT;LANDING SUPPORT;1.X.3.1.2.6.png;1.X.3.1.2.6.svg
1.X.3.1.2.7;S*G*UUE---;GROUND TRACK|UNIT|COMBAT SUPPORT|EXPLOSIVE ORDINANCE DISPOSAL;EXPLOSIVE ORDINANCE DISPOSAL;1.X.3.1.2.7.png;1.X.3.1.2.7.svg
1.X.3.1.2.8;S*G*UUT---;GROUND TRACK|UNIT|COMBAT SUPPORT|TOPOGRAPHIC;TOPOGRAPHIC;1.X.3.1.2.8.png;1.X.3.1.2.8.svg
1.X.3.1.2.9;S*G*UU----;GROUND TRACK|UNIT|COMBAT SUPPORT|DOG;DOG;1.X.3.1.2.9.png;1.X.3.1.2.9.svg
1.X.3.1.2.10;S*G*UUD---;GROUND TRACK|UNIT|COMBAT SUPPORT|DRILLING;DRILLING;1.X.3.1.2.10.png;1.X.3.1.2.10.svg
1.X.3.1.3;S*G*US----;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT;COMBAT SERVICE SUPPORT;1.X.3.1.3.png;1.X.3.1.3.svg
1.X.3.1.3.1;S*G*USA---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN);ADMINISTRATIVE (ADMIN);1.X.3.1.3.1.png;1.X.3.1.3.1.svg
1.X.3.1.3.1.1;S*G*USAT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN THEATRE;ADMIN THEATRE;1.X.3.1.3.1.1.png;1.X.3.1.3.1.1.svg
1.X.3.1.3.1.2;S*G*USAC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN CORPS;ADMIN CORPS;1.X.3.1.3.1.2.png;1.X.3.1.3.1.2.svg
1.X.3.1.3.1.3;S*G*USAJ--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG);JUDGE ADVOCATE GENERAL (JAG);1.X.3.1.3.1.3.png;1.X.3.1.3.1.3.svg
